mensagem,categoria,sinonimo,idioma,continente,pais,estado,cidade,latitude,longitude,impacto
"Alerta: dry spell em Manila, Filipinas.",seca,dry spell,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,baixo
"Alerta: dry spell em Kathmandu, Nepal.",seca,dry spell,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,baixo
"Alerta: dry spell em Lagos, Nigéria.",seca,dry spell,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,baixo
"Alerta: dry spell em Niamey, Níger.",seca,dry spell,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,alto
"Alerta: dry spell em Nairobi, Quênia.",seca,dry spell,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,moderado
"Alerta: dry spell em Pretória, África do Sul.",seca,dry spell,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,catastrófico
"Alerta: dry spell em Piton de la Fournaise, Indonésia.",seca,dry spell,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,moderado
"Alerta: dry spell em Sydney, Austrália.",seca,dry spell,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,catastrófico
"Alerta: dry spell em Brisbane, Austrália.",seca,dry spell,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,catastrófico
"Alerta: dry spell em Suva, Fiji.",seca,dry spell,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,alto
"Alerta: dry spell em Wellington, Nova Zelândia.",seca,dry spell,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Alerta: dry spell em Manado, Indonésia.",seca,dry spell,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,alto
"Alerta: aridity em São Paulo, Brasil.",seca,aridity,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,catastrófico
"Alerta: aridity em Recife, Brasil.",seca,aridity,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,moderado
"Alerta: aridity em Barranquilla, Colômbia.",seca,aridity,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,catastrófico
"Alerta: aridity em Buenos Aires, Argentina.",seca,aridity,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,alto
"Alerta: aridity em Santiago, Chile.",seca,aridity,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,alto
"Alerta: aridity em Los Angeles, Estados Unidos.",seca,aridity,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,baixo
"Alerta: aridity em Phoenix, Estados Unidos.",seca,aridity,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,alto
"Alerta: aridity em Monterrey, México.",seca,aridity,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,catastrófico
"Alerta: aridity em Toronto, Canadá.",seca,aridity,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,moderado
"Alerta: aridity em Houston, Estados Unidos.",seca,aridity,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,baixo
"Alerta: aridity em Marselha, França.",seca,aridity,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,baixo
"Alerta: aridity em Nice, França.",seca,aridity,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,moderado
"Alerta: aridity em Saint-Denis, Reunião.",seca,aridity,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,catastrófico
"Alerta: aridity em La Palma (Cumbre Vieja), Espanha.",seca,aridity,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,alto
"Alerta: aridity em Londres, Reino Unido.",seca,aridity,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,moderado
"Alerta: aridity em Ahmedabad, Índia.",seca,aridity,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,baixo
"Alerta: aridity em Tóquio, Japão.",seca,aridity,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,baixo
"Alerta: aridity em Jacarta, Indonésia.",seca,aridity,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,moderado
"Alerta: aridity em Manila, Filipinas.",seca,aridity,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,catastrófico
"Alerta: aridity em Kathmandu, Nepal.",seca,aridity,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,alto
"Alerta: aridity em Lagos, Nigéria.",seca,aridity,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,catastrófico
"Alerta: aridity em Niamey, Níger.",seca,aridity,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,catastrófico
"Alerta: aridity em Nairobi, Quênia.",seca,aridity,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,moderado
"Alerta: aridity em Pretória, África do Sul.",seca,aridity,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,baixo
"Alerta: aridity em Piton de la Fournaise, Indonésia.",seca,aridity,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,baixo
"Alerta: aridity em Sydney, Austrália.",seca,aridity,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,moderado
"Alerta: aridity em Brisbane, Austrália.",seca,aridity,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,alto
"Alerta: aridity em Suva, Fiji.",seca,aridity,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,moderado
"Alerta: aridity em Wellington, Nova Zelândia.",seca,aridity,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,catastrófico
"Alerta: aridity em Manado, Indonésia.",seca,aridity,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,moderado
"Alerta: sequía en São Paulo, Brasil.",seca,sequía,es,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,catastrófico
"Alerta: sequía en Recife, Brasil.",seca,sequía,es,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,alto
"Alerta: sequía en Barranquilla, Colômbia.",seca,sequía,es,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,catastrófico
"Alerta: sequía en Buenos Aires, Argentina.",seca,sequía,es,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,catastrófico
"Alerta: sequía en Santiago, Chile.",seca,sequía,es,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,baixo
"Alerta: sequía en Los Angeles, Estados Unidos.",seca,sequía,es,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,baixo
"Alerta: sequía en Phoenix, Estados Unidos.",seca,sequía,es,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,moderado
"Alerta: sequía en Monterrey, México.",seca,sequía,es,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,alto
"Alerta: sequía en Toronto, Canadá.",seca,sequía,es,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,alto
"Alerta: sequía en Houston, Estados Unidos.",seca,sequía,es,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,alto
"Alerta: sequía en Marselha, França.",seca,sequía,es,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,moderado
"Alerta: sequía en Nice, França.",seca,sequía,es,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Alerta: sequía en Saint-Denis, Reunião.",seca,sequía,es,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,baixo
"Alerta: sequía en La Palma (Cumbre Vieja), Espanha.",seca,sequía,es,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,baixo
"Alerta: sequía en Londres, Reino Unido.",seca,sequía,es,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,moderado
"Alerta: sequía en Ahmedabad, Índia.",seca,sequía,es,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,baixo
"Alerta: sequía en Tóquio, Japão.",seca,sequía,es,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,alto
"Alerta: sequía en Jacarta, Indonésia.",seca,sequía,es,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,moderado
"Alerta: sequía en Manila, Filipinas.",seca,sequía,es,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,catastrófico
"Alerta: sequía en Kathmandu, Nepal.",seca,sequía,es,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,alto
"Alerta: sequía en Lagos, Nigéria.",seca,sequía,es,África,Nigéria,Lagos,Lagos,6.52438,3.37921,baixo
"Alerta: sequía en Niamey, Níger.",seca,sequía,es,África,Níger,Niamey,Niamey,13.51253,2.11265,catastrófico
"Alerta: sequía en Nairobi, Quênia.",seca,sequía,es,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,moderado
"Alerta: sequía en Pretória, África do Sul.",seca,sequía,es,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,alto
"Alerta: sequía en Piton de la Fournaise, Indonésia.",seca,sequía,es,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,moderado
"Alerta: sequía en Sydney, Austrália.",seca,sequía,es,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,catastrófico
"Alerta: sequía en Brisbane, Austrália.",seca,sequía,es,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,alto
"Alerta: sequía en Suva, Fiji.",seca,sequía,es,Oceania,Fiji,Central,Suva,-18.1248,178.4501,baixo
"Alerta: sequía en Wellington, Nova Zelândia.",seca,sequía,es,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,alto
"Alerta: sequía en Manado, Indonésia.",seca,sequía,es,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,alto
"Alerta: seca extrema em São Paulo, Brasil.",seca,seca extrema,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,moderado
"Alerta: seca extrema em Recife, Brasil.",seca,seca extrema,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,alto
"Alerta: seca extrema em Barranquilla, Colômbia.",seca,seca extrema,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,alto
"Alerta: seca extrema em Buenos Aires, Argentina.",seca,seca extrema,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,baixo
"Alerta: seca extrema em Santiago, Chile.",seca,seca extrema,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,moderado
"Alerta: seca extrema em Los Angeles, Estados Unidos.",seca,seca extrema,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,moderado
"Alerta: seca extrema em Phoenix, Estados Unidos.",seca,seca extrema,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,alto
"Alerta: seca extrema em Monterrey, México.",seca,seca extrema,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,catastrófico
"Alerta: seca extrema em Toronto, Canadá.",seca,seca extrema,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,catastrófico
"Alerta: seca extrema em Houston, Estados Unidos.",seca,seca extrema,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,baixo
"Alerta: seca extrema em Marselha, França.",seca,seca extrema,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,baixo
"Alerta: seca extrema em Nice, França.",seca,seca extrema,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,moderado
"Alerta: seca extrema em Saint-Denis, Reunião.",seca,seca extrema,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,alto
"Alerta: seca extrema em La Palma (Cumbre Vieja), Espanha.",seca,seca extrema,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,moderado
"Alerta: seca extrema em Londres, Reino Unido.",seca,seca extrema,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,alto
"Alerta: seca extrema em Ahmedabad, Índia.",seca,seca extrema,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,moderado
"Alerta: seca extrema em Tóquio, Japão.",seca,seca extrema,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,moderado
"Alerta: seca extrema em Jacarta, Indonésia.",seca,seca extrema,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,moderado
"Alerta: seca extrema em Manila, Filipinas.",seca,seca extrema,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,moderado
"Alerta: seca extrema em Kathmandu, Nepal.",seca,seca extrema,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,catastrófico
"Alerta: seca extrema em Lagos, Nigéria.",seca,seca extrema,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,moderado
"Alerta: seca extrema em Niamey, Níger.",seca,seca extrema,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,catastrófico
"Alerta: seca extrema em Nairobi, Quênia.",seca,seca extrema,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,catastrófico
"Alerta: seca extrema em Pretória, África do Sul.",seca,seca extrema,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,catastrófico
"Alerta: seca extrema em Piton de la Fournaise, Indonésia.",seca,seca extrema,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,catastrófico
"Alerta: seca extrema em Sydney, Austrália.",seca,seca extrema,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,alto
"Alerta: seca extrema em Brisbane, Austrália.",seca,seca extrema,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,alto
"Alerta: seca extrema em Suva, Fiji.",seca,seca extrema,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,alto
"Alerta: seca extrema em Wellington, Nova Zelândia.",seca,seca extrema,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Alerta: seca extrema em Manado, Indonésia.",seca,seca extrema,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,moderado
"Alerta: adicto al agua em São Paulo, Brasil.",seca,adicto al agua,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,alto
"Alerta: adicto al agua em Recife, Brasil.",seca,adicto al agua,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,baixo
"Alerta: adicto al agua em Barranquilla, Colômbia.",seca,adicto al agua,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,alto
"Alerta: adicto al agua em Buenos Aires, Argentina.",seca,adicto al agua,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,catastrófico
"Alerta: adicto al agua em Santiago, Chile.",seca,adicto al agua,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,baixo
"Alerta: adicto al agua em Los Angeles, Estados Unidos.",seca,adicto al agua,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,moderado
"Alerta: adicto al agua em Phoenix, Estados Unidos.",seca,adicto al agua,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,moderado
"Alerta: adicto al agua em Monterrey, México.",seca,adicto al agua,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,baixo
"Alerta: adicto al agua em Toronto, Canadá.",seca,adicto al agua,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,baixo
"Alerta: adicto al agua em Houston, Estados Unidos.",seca,adicto al agua,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,catastrófico
"Alerta: adicto al agua em Marselha, França.",seca,adicto al agua,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,moderado
"Alerta: adicto al agua em Nice, França.",seca,adicto al agua,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,alto
"Alerta: adicto al agua em Saint-Denis, Reunião.",seca,adicto al agua,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,moderado
"Alerta: adicto al agua em La Palma (Cumbre Vieja), Espanha.",seca,adicto al agua,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,moderado
"Alerta: adicto al agua em Londres, Reino Unido.",seca,adicto al agua,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,catastrófico
"Alerta: adicto al agua em Ahmedabad, Índia.",seca,adicto al agua,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,catastrófico
"Alerta: adicto al agua em Tóquio, Japão.",seca,adicto al agua,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,alto
"Alerta: adicto al agua em Jacarta, Indonésia.",seca,adicto al agua,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,catastrófico
"Alerta: adicto al agua em Manila, Filipinas.",seca,adicto al agua,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,baixo
"Alerta: adicto al agua em Kathmandu, Nepal.",seca,adicto al agua,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,baixo
"Alerta: adicto al agua em Lagos, Nigéria.",seca,adicto al agua,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,catastrófico
"Alerta: adicto al agua em Niamey, Níger.",seca,adicto al agua,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,baixo
"Alerta: adicto al agua em Nairobi, Quênia.",seca,adicto al agua,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,alto
"Alerta: adicto al agua em Pretória, África do Sul.",seca,adicto al agua,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,moderado
"Alerta: adicto al agua em Piton de la Fournaise, Indonésia.",seca,adicto al agua,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,catastrófico
"Alerta: adicto al agua em Sydney, Austrália.",seca,adicto al agua,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,catastrófico
"Alerta: adicto al agua em Brisbane, Austrália.",seca,adicto al agua,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,catastrófico
"Alerta: adicto al agua em Suva, Fiji.",seca,adicto al agua,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,alto
"Alerta: adicto al agua em Wellington, Nova Zelândia.",seca,adicto al agua,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Alerta: adicto al agua em Manado, Indonésia.",seca,adicto al agua,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,catastrófico
"Alerte : sécheresse à São Paulo, Brasil.",seca,sécheresse,fr,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,alto
"Alerte : sécheresse à Recife, Brasil.",seca,sécheresse,fr,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,baixo
"Alerte : sécheresse à Barranquilla, Colômbia.",seca,sécheresse,fr,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,moderado
"Alerte : sécheresse à Buenos Aires, Argentina.",seca,sécheresse,fr,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,alto
"Alerte : sécheresse à Santiago, Chile.",seca,sécheresse,fr,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,catastrófico
"Alerte : sécheresse à Los Angeles, Estados Unidos.",seca,sécheresse,fr,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,moderado
"Alerte : sécheresse à Phoenix, Estados Unidos.",seca,sécheresse,fr,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,catastrófico
"Alerte : sécheresse à Monterrey, México.",seca,sécheresse,fr,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,moderado
"Alerte : sécheresse à Toronto, Canadá.",seca,sécheresse,fr,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,catastrófico
"Alerte : sécheresse à Houston, Estados Unidos.",seca,sécheresse,fr,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,alto
"Alerte : sécheresse à Marselha, França.",seca,sécheresse,fr,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,alto
"Alerte : sécheresse à Nice, França.",seca,sécheresse,fr,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Alerte : sécheresse à Saint-Denis, Reunião.",seca,sécheresse,fr,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,catastrófico
"Alerte : sécheresse à La Palma (Cumbre Vieja), Espanha.",seca,sécheresse,fr,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,baixo
"Alerte : sécheresse à Londres, Reino Unido.",seca,sécheresse,fr,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,baixo
"Alerte : sécheresse à Ahmedabad, Índia.",seca,sécheresse,fr,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,moderado
"Alerte : sécheresse à Tóquio, Japão.",seca,sécheresse,fr,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,baixo
